HS 2012 Product Code,HS 2012 Product Description,HS 1988/92 Product Code,HS 1988/92 Product Description
844790,Other,844790,Mach for making gimped yarn/tulle/lace/embroide
844811,"Dobbies and Jacquards; card reducing, copying, punching or assembling machines for use therewith",844811,"Dobbies,Jacquards,card reducing, for use with m"
844819,Other,844819,Auxiliary machinery nes for machines of heading
844820,Parts and accessories of machines of heading 84.44 or of their auxiliary machinery,844820,Pts & access of mach of hdg No 84.44 or of thei
844831,Card clothing,844831,Card clothing for hdg No 84.45
844832,"Of machines for preparing textile fibres, other than card clothing",844832,"Pts&access of mach for prep text fib,(exc card"
844833,"Spindles, spindle flyers, spinning rings and ring travellers",844833,"Spindles,spindle flyers,spinning rings&ring tra"
844839,Other,844839,Pts & access of mach of heading No 84.45 or of
844842,"Reeds for looms, healds and heald-frames",844842,"Reeds for looms, healds & heald-frames for weav"
844849,Other,844849,Parts and accessories of weaving mches or of th
844851,"Sinkers, needles and other articles used in forming stitches",844851,"Sinkers,needles&oth art. used in form stitches"
844859,Other,844859,Parts&access of machines of hdg No 84.47 or of
844900,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, including machinery for making felt hats; blocks for making hats.",844900,Mach for the mfr or fin of felt or n-wov in the
845011,Fully-automatic machines,845011,"Automatic washing machines, of a dry linen capa"
845012,"Other machines, with built-in centrifugal drier",845012,Washing machines of a dry linen capacity =<10kg
845019,Other,845019,Household or laundry-type washing mach of a dry
845020,"Machines, each of a dry linen capacity exceeding 10 kg",845020,Household or laundry-type washing mach of a dry
845090,Parts,845090,Parts of household or laundry-type washing mach
845110,Dry-cleaning machines,845110,Dry-cleaning machines o/t hdg No 84.50
845121,Each of a dry linen capacity not exceeding 10 kg,845121,Drying machines (o/t hdg No 84.50) each of a dr
845129,Other,845129,Drying machines (o/t No 84.50) nes
845130,Ironing machines and presses (including fusing presses),845130,Ironing mach & presses (including fusing presse
845140,"Washing, bleaching or dyeing machines",845140,"Washing, bleaching or dyeing machines (o/t mach"
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",845150,"Mach for reeling,unreeling,folding,cut or pink"
845180,Other machinery,845180,Mach for wring/dress/finishing/coating or impre
845190,Parts,845190,Pts of washing/cleaning/drying/ironing/ dyeing
845210,Sewing machines of the household type,845210,Household type sewing machines
845221,Automatic units,845221,"Automatic sewing machines, other than book-sewi"
845229,Other,845229,"Sewing machines, other than book-sewing machine"
845230,Sewing machine needles,845230,Sewing machine needles
845290,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines",845290,"Parts of sewing machines, nes"
845310,"Machinery for preparing, tanning or working hides, skins or leather",845310,"Machinery for preparing,tanning or working hide"
845320,Machinery for making or repairing footwear,845320,Machinery for making or repairing footwear
845380,Other machinery,845380,"Mach for making or repair art of hides,skins or"
845390,Parts,845390,Pts of mach for prep etc hides skin leather or
845410,Converters,845410,Converters used in metallurgy or metal foundrie
845420,Ingot moulds and ladles,845420,Ingot moulds & ladles used in metallurgy or met
845430,Casting machines,845430,Casting machines used in metallurgy or metal fo
845490,Parts,845490,Pts of converters/ladles/ingot moulds&casting m
845510,Tube mills,845510,"Tube mills, metal rolling"
845521,Hot or combination hot and cold,845521,Hot or combination hot & cold metal rolling mil
845522,Cold,845522,Cold metal rolling mills
845530,Rolls for rolling mills,845530,Rolls for metal rolling mills
845590,Other parts,845590,Parts of metal rolling mills & rolls
845610,Operated by laser or other light or photon beam processes,845610,Mach-tls for work any mat by rem of mat optd by
845620,Operated by ultrasonic processes,845620,Mach-tls for work any mat by rem of mat optd by
845630,Operated by electro-discharge processes,845630,Mach-tls for work any mat by rem of mat optd by
845690,Other,845690,Mach-tls for work any mat by rem of mat optd by
845710,Machining centres,845710,"Machining centres, for working metal"
845720,Unit construction machines (single station),845720,Unit construction machines (single sta) for wor
845730,Multi-station transfer machines,845730,Multi-station transfer machines for working met
845811,Numerically controlled,845811,Horizontal lathes numerically controlled for re
845819,Other,845819,Horizontal lathes nes for removing metal
845891,Numerically controlled,845891,Lathes nes numerically controlled for removing
845899,Other,845899,Lathes nes for removing metal
845910,Way-type unit head machines,845910,Way-type unit head mches for removing metal
845921,Numerically controlled,845921,Drilling mches nes; numerically controlled for
845929,Other,845929,"Drilling mches nes, for removing metal"
845931,Numerically controlled,845931,"Boring-milling mches nes, numerically controlle"
845939,Other,845939,Boring-milling mches nes for removing metal
845940,Other boring machines,845940,Boring machines nes for removing metal
845951,Numerically controlled,845951,"Milling mach, knee-type numerically controlled"
845959,Other,845959,"Milling mach, knee-type nes for removing metal"
845961,Numerically controlled,845961,"Milling machines nes, numerically controlled fo"
845969,Other,845969,"Milling machines nes, for removing metal"
845970,Other threading or tapping machines,845970,Threading or tapping machines nes for removing
846011,Numerically controlled,846011,Fl-surf grinding mach where the pos of one axis
846019,Other,846019,Fl-surf grinding mach where the pos of one axis
846021,Numerically controlled,846021,Grinding mach where pos of one axis to an acc t
846029,Other,846029,Grinding mach where pos of one axis to an acc t
846031,Numerically controlled,846031,Sharpening (tool or cutter grinding) mach n/c f
846039,Other,846039,Sharpening (tool or cutter grinding) mach nes f
846040,Honing or lapping machines,846040,Honing or lapping machines for removing metal
846090,Other,846090,Mach-tools for deburring polishing etc for fin
846120,Shaping or slotting machines,846120,Shaping or slotting machines by removing metal
846130,Broaching machines,846130,Broaching machines by removing metal
846140,"Gear cutting, gear grinding or gear finishing machines",846140,"Gear cutting, gear grinding or gear finishing m"
846150,Sawing or cutting-off machines,846150,Sawing or cutting-off machines by removing meta
846190,Other,846190,Filing or engraving mach(o/t those of hdg 84.59
846210,Forging or die-stamping machines (including presses) and hammers,846210,Forging or die-stamping mach (inc presses) and
846221,Numerically controlled,846221,Bending folding stgting or flattening mach (inc
846229,Other,846229,Bending/folding/stgting or flattening mach (inc
846231,Numerically controlled,846231,Shearing mach (inc presses) o/t combined punch/
846239,Other,846239,Shearing mach (inc presses) o/t combined pnnch/
846241,Numerically controlled,846241,Punching/notching mach including comb punch/she
846249,Other,846249,Punching/notching mach including comb punch/she
846291,Hydraulic presses,846291,Hydraulic presses for working metal
846299,Other,846299,Presses nes for working metal
846310,"Draw-benches for bars, tubes, profiles, wire or the like",846310,Draw-benches for bars/tubes/profiles wire or th
846320,Thread rolling machines,846320,Thread rolling machines for working metal
846330,Machines for working wire,846330,Machines for working metal wire
846390,Other,846390,Mach-tls for wrkg mtl/sntrd mtl carbd or cermet
846410,Sawing machines,846410,Sawing mach for wrkg stone/ceram/concr/asb/ceme
846420,Grinding or polishing machines,846420,Grindg/polish mach for wrkg ston/ceram/concr/as
846490,Other,846490,Mach-tls for wrkg ston/ceram/concr/asb-cement e
846510,Machines which can carry out different types of machining operations without tool change between such operations,846510,Mach which can c/o diff typ of mach op w/o tl c
846591,Sawing machines,846591,Sawing machines for working wood/cork/ bone/har
846592,"Planing, milling or moulding (by cutting) machines",846592,Planing/milling or moulding (by cutting) mach f
846593,"Grinding, sanding or polishing machines",846593,Grinding/sanding or polishing mach for working
846594,Bending or assembling machines,846594,Bending or assy mach for wrkg wood/cork/ bone/h
846595,Drilling or morticing machines,846595,Drilling or morticing mach for wrkg wood /cork/
846596,"Splitting, slicing or paring machines",846596,Splitting/slicing or paring mach for wrkg wood/
846599,Other,846599,Mach-tls for working wod/crk/bne/hrd rubber/hrd
846610,Tool holders and self-opening dieheads,846610,Tool holders and self-opening dieheads for use
846620,Work holders,846620,Work holders for use with mach of hdg 84.56 to
846630,Dividing heads and other special attachments for machine-tools,846630,Dividg heads & other spec attach for mch for us
846691,For machines of heading 84.64,846691,Parts and accessories nes for use on machines o
846692,For machines of heading 84.65,846692,Parts and accessories nes for use on machines o
846693,For machines of headings 84.56 to 84.61,846693,Parts and accessories nes for use on machines o
846694,For machines of heading 84.62 or 84.63,846694,Parts and accessories nes for use on machines o
846711,Rotary type (including combined rotary-percussion),846711,"Tools for working in the hand, pneumatic rotary"
846719,Other,846719,"Tools for working in the hand, pneumatic type n"
846721,Drills of all kinds,850810,"Drills, hand-held, with self-contained electric"
846722,Saws,850820,"Saws, hand-held, with self-contained electric m"
846729,Other,850880,"Tools, nes, hand-held, with self-contained elec"
846781,Chain saws,846781,Chain saws
846789,Other,846789,Tools for working in the hand with self-contain
846791,Of chain saws,846791,Chain saw parts
846792,Of pneumatic tools,846792,Pneumatic hand tool parts
846799,Other,846799,"Hand tools nes, parts of"
846810,Hand-held blow pipes,846810,"Torches, hand-held, for soldering, brazing or w"
846820,Other gas-operated machinery and apparatus,846820,Gas-operated machinery for welding nes
846880,Other machinery and apparatus,846880,Welding machinery not gas-operated
846890,Parts,846890,Welding machinery parts
846900,Typewriters other than printers of heading 84.43; word- processing machines.,846921,"Typewriters, electric, weighing not more than 1"
847010,"Electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions",847010,Electronic calculators capable of oper without
847021,Incorporating a printing device,847021,"Electronic calculating machines, incorporating"
847029,Other,847029,"Electronic calculating machines, nes"
847030,Other calculating machines,847030,"Calculating machines, nes"
847050,Cash registers,847050,Cash registers
847090,Other,847090,Postage franking mchy ticket-issuing mchy etc i
847130,"Portable automatic data processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display",847120,Digital auto data process mach cntg in the same
847141,"Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined",847120,Digital auto data process mach cntg in the same
847149,"Other, presented in the form of systems",847191,Digital process units whether or not presented
847150,"Processing units other than those of subheading 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit : storage units, input units, output units",847191,Digital process units whether or not presented
847160,"Input or output units, whether or not containing storage units in the same housing",847192,"Input or output units, whether or not presented"
847170,Storage units,847193,"Storage units, whether or not presented with th"
847180,Other units of automatic data processing machines,847199,Automatic data processing machines and units th
847190,Other,847199,Automatic data processing machines and units th
847210,Duplicating machines,847210,Office duplicating machines
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps",847230,Mchy for sorting or folding mail etc & mchy for
847290,Other,847290,"Office machines, nes"
847310,Parts and accessories of the machines of heading 84.69,847310,Parts and accessories of typewriters and word-p
847321,"Of the electronic calculating machines of subheading 8470.10, 8470.21 or 8470.29",847321,Parts and accessories of electronic calculating
847329,Other,847329,Parts and accessories of calculating & accounti
847330,Parts and accessories of the machines of heading 84.71,847330,Parts and accessories of automatic data process
847340,Parts and accessories of the machines of heading 84.72,847340,"Parts and accessories of other office machines,"
847350,Parts and accessories equally suitable for use with machines of two or more of the headings 84.69 to 84.72,847340,"Parts and accessories of other office machines,"
847410,"Sorting, screening, separating or washing machines",847410,Sorting/screening/separating or washing mach fo
847420,Crushing or grinding machines,847420,Crushing/grinding machines for earth/ stone/ore
847431,Concrete or mortar mixers,847431,Concrete or mortar mixers
847432,Machines for mixing mineral substances with bitumen,847432,Machines for mixing mineral substances with bit
847439,Other,847439,Mixing or kneading machines nes for earth or ot
847480,Other machinery,847480,"Mach for agglomerating minerals fuels,mach for"
847490,Parts,847490,Pts of sorting/screening/mixing/crushing/grindi
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes",847510,"Mach for assembling electric lamps, tubes, flas"
847521,Machines for making optical fibres and preforms thereof,847520,Machines for manufacturing or hot working glass
847529,Other,847520,Machines for manufacturing or hot working glass
847590,Parts,847590,Parts of glass working machines
847621,Incorporating heating or refrigerating devices,847611,Automatic gds-vending mach incorporating heatin
847629,Other,847619,"Automatic goods-vending machines, nes"
847681,Incorporating heating or refrigerating devices,847611,Automatic gds-vending mach incorporating heatin
847689,Other,847619,"Automatic goods-vending machines, nes"
847690,Parts,847690,Parts of automatic goods-vending machine
847710,Injection-moulding machines,847710,Injection-moulding machines for working rubber
847720,Extruders,847720,Extruders for working rubber or plastics nes
847730,Blow moulding machines,847730,Blow moulding machines for working rubber or pl
847740,Vacuum moulding machines and other thermoforming machines,847740,Vacuum mld mach & other thermoforming mach to w
847751,For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes,847751,Mach for moulding/retreading pneu tires or to m
847759,Other,847759,Mach for moulding or otherwise forming rubber o
847780,Other machinery,847780,Mach for working rubber or plastics or for the
847790,Parts,847790,Pts of mach for wrkg rubber or plas or for the
847810,Machinery,847810,Machinery for preparing or making up tobacco ne
847890,Parts,847890,Parts of machinery for preparing or making up t
847910,"Machinery for public works, building or the like",847910,"Mach for public works,building or the like,nes"
847920,Machinery for the extraction or preparation of animal or fixed vegetable fats or oils,847920,Mach for the extraction/prep of animal/ fixed f
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork,847930,Press for the mfr of part/fib board or for trea
847940,Rope or cable-making machines,847940,"Rope or cable-making machines, nes having indiv"
847950,"Industrial robots, not elsewhere specified or included",847989,Machines & mechanical appliances nes having ind
847960,Evaporative air coolers,847989,Machines & mechanical appliances nes having ind
847971,Of a kind used in airports,847989,Machines & mechanical appliances nes having ind
847979,Other,847989,Machines & mechanical appliances nes having ind
847981,"For treating metal, including electric wire coil-winders",847981,Mach for treating mtl inc electric wire coil-wi
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines",847982,Mach for mixing/kneading/crushing/grinding etc
847989,Other,847989,Machines & mechanical appliances nes having ind
847990,Parts,847990,Parts of machines & mechanical appliances nes h
848010,Moulding boxes for metal foundry,848010,"Boxes, moulding, for metal foundry"
848020,Mould bases,848020,"Bases, mould"
848030,Moulding patterns,848030,"Patterns, moulding"
848041,Injection or compression types,848041,"Moulds, injection or compression types, for met"
848049,Other,848049,"Moulds for metal or metal carbides, nes"
848050,Moulds for glass,848050,Moulds for glass
848060,Moulds for mineral materials,848060,Moulds for mineral materials
848071,Injection or compression types,848071,"Moulds, injection or compression types, for rub"
848079,Other,848079,"Moulds for rubber or plastics, nes"
848110,Pressure-reducing valves,848110,"Valves, pressure reducing"
848120,Valves for oleohydraulic or pneumatic transmissions,848120,Valves for oleohydraulic or pneumatic transmiss
848130,Check (nonreturn) valves,848130,"Valves, check"
848140,Safety or relief valves,848140,"Valves, safety or relief"
848180,Other appliances,848180,"Taps, cocks, valves and similar appliances, nes"
848190,Parts,848190,"Parts of taps, cocks, valves or similar applian"
848210,Ball bearings,848210,"Bearings, ball"
848220,"Tapered roller bearings, including cone and tapered roller assemblies",848220,"Bearings, tapered roller, including cone and ta"
848230,Spherical roller bearings,848230,"Bearings, spherical roller"
848240,Needle roller bearings,848240,"Bearings, needle roller"
848250,Other cylindrical roller bearings,848250,"Bearings, cylindrical roller, nes"
848280,"Other, including combined ball/roller bearings",848280,"Bearings, ball or roller, nes, including combin"
848291,"Balls, needles and rollers",848291,"Balls, needles and rollers for bearings"
848299,Other,848299,"Bearing parts, nes"
848310,Transmission shafts (including cam shafts and crank shafts) and cranks,848310,"Transmission shafts and cranks, including cam s"
848320,"Bearing housings, incorporating ball or roller bearings",848320,"Bearing housings, incorporating ball or roller"
848330,"Bearing housings, not incorporating ball or roller bearings; plain shaft bearings",848330,"Bearing housings,not incorporating ball/roller"
848340,"Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately; ball or roller screws; gear boxes and other speed changers, including torque converters",848340,"Gears and gearing,ball screws,gear boxes,speed"
848350,"Flywheels and pulleys, including pulley blocks",848350,"Flywheels and pulleys, including pulley blocks"
848360,Clutches and shaft couplings (including universal joints),848360,Clutches and shaft couplings (including univers
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts",848390,Parts of power transmission equipment or oth gd
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal,848410,Gaskets of metal sheeting combined with other m
848420,Mechanical seals,848590,"Machinery parts, non-electrical, nes"
848490,Other,848490,Gasket sets consisting of gaskets of different
848610,Machines and apparatus for the manufacture of boules or wafers,845610,Mach-tls for work any mat by rem of mat optd by
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,901020,Apparatus and equipment for photographic (incl
848630,Machines and apparatus for the manufacture of flat panel displays,845610,Mach-tls for work any mat by rem of mat optd by
848640,Machines and apparatus specified in Note 9 (C) to this Chapter,901110,Stereoscopic microscopes
848690,Parts and accessories,847990,Parts of machines & mechanical appliances nes h
848710,Ships' or boats' propellers and blades therefor,848510,Ships' or boats propellers and blades therefor
848790,Other,848590,"Machinery parts, non-electrical, nes"
850110,Motors of an output not exceeding 37.5 W,850110,Electric motors of an output not exceeding 37.5
850120,Universal AC/DC motors of an output exceeding 37.5 W,850120,Universal AC/DC motors of an output exceeding 3
850131,Of an output not exceeding 750 W,850131,"DC motors, DC generators, of an output not exce"
850132,Of an output exceeding 750 W but not exceeding 75 kW,850132,"DC motors,DC generators,of an output exceeding"
850133,Of an output exceeding 75 kW but not exceeding 375 kW,850133,"DC motors,DC generators,of an output exceeding"
850134,Of an output exceeding 375 kW,850134,"DC motors, DC generators, of an output exceedin"
850140,"Other AC motors, single-phase",850140,"AC motors, single-phase, nes"
850151,Of an output not exceeding 750 W,850151,"AC motors, multi-phase, of an output not exceed"
850152,Of an output exceeding 750 W but not exceeding 75 kW,850152,"AC motors, multi-phase, of an output exceeding"
850153,Of an output exceeding 75 kW,850153,"AC motors, multi-phase, of an output exceeding"
850161,Of an output not exceeding 75 kVA,850161,"AC generators (alternators), of an output not e"
850162,Of an output exceeding 75 kVA but not exceeding 375 kVA,850162,"AC generators, of an output exceeding 75 KVA bu"
850163,Of an output exceeding 375 kVA but not exceeding 750 kVA,850163,"AC generators, of an output exceeding 375 KVA b"
850164,Of an output exceeding 750 kVA,850164,"AC generators, of an output exceeding 750 KVA"
850211,Of an output not exceeding 75 kVA,850211,"Generating sets,diesel or semi-diesel engines,o"
850212,Of an output exceeding 75 kVA but not exceeding 375 kVA,850212,"Generating sets,diesel or semi-diesel exceeding"
850213,Of an output exceeding 375 kVA,850213,"Generating sets,diesel or semi-diesel engines,o"
850220,Generating sets with spark-ignition internal combustion piston engines,850220,Generating sets with spark-ignition internal co
850231,Wind-powered,850230,"Electric generating sets, nes"
850239,Other,850230,"Electric generating sets, nes"
850240,Electric rotary converters,850240,Electric rotary converters
850300,Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,850300,"Parts of electric motors,generators,generating"
850410,Ballasts for discharge lamps or tubes,850410,Ballasts for discharge lamps or tubes
850421,Having a power handling capacity not exceeding 650 kVA,850421,Liquid dielectric transformers having a power h
850422,"Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA",850422,Liq dielectric transf having a power handling c
850423,"Having a power handling capacity exceeding 10,000 kVA",850423,Liq dielectric transf having a power handling c
850431,Having a power handling capacity not exceeding 1 kVA,850431,Transformers electric power handling capacity n
850432,Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,850432,Transformers electric power handling capacity >
850433,Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,850433,Transformers electric power handling capacity >
850434,Having a power handling capacity exceeding 500 kVA,850434,Transformers electric having a power handling c
850440,Static converters,850440,"Static converters, nes"
850450,Other inductors,850450,"Inductors, electric"
850490,Parts,850490,"Parts of electrical transformers, static conver"
850511,Of metal,850511,Permanent magnets and art. intended to become p
850519,Other,850519,Permanent magnets and articles intended to beco
850520,"Electro-magnetic couplings, clutches and brakes",850520,"Electro-magnetic couplings, clutches and brakes"
850590,"Other, including parts",850590,Electro-magnets nes and parts of heading No 85.
850610,Manganese dioxide,850611,Manganese dioxide primary cells&batt of an exte
850630,Mercuric oxide,850612,Mercuric oxide primary cells & batteries of an
850640,Silver oxide,850613,Silver oxide primary cells&batteries of an exte
850650,Lithium,850619,Primary cells and primary batteries of an exter
850660,Air-zinc,850619,Primary cells and primary batteries of an exter
850680,Other primary cells and primary batteries,850619,Primary cells and primary batteries of an exter
850690,Parts,850690,Parts of primary cells and primary batteries
850710,"Lead-acid, of a kind used for starting piston engines",850710,Lead-acid electric accumulators of a kind used
850720,Other lead-acid accumulators,850720,Lead-acid electric accumulators nes
850730,Nickel-cadmium,850730,Nickel-cadmium electric accumulators
850740,Nickel-iron,850740,Nickel-iron electric accumultors
850750,Nickel-metal hydride,850780,"Electric accumulators, nes"
850760,Lithium-ion,850780,"Electric accumulators, nes"
850780,Other accumulators,850780,"Electric accumulators, nes"
850790,Parts,850790,"Parts of electric accumulators, including separ"
850811,"Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l",850910,Domestic vacuum cleaners
850819,Other,850910,Domestic vacuum cleaners
850860,Other vacuum cleaners,847989,Machines & mechanical appliances nes having ind
850870,Parts,850990,Parts of electro-mech dom appliances with self-
850940,Food grinders and mixers; fruit or vegetable juice extractors,850940,Domestic food grinders and mixers; fruit or veg
850980,Other appliances,850980,"Electro-mechanical domestic appliances,with sel"
850990,Parts,850990,Parts of electro-mech dom appliances with self-
851010,Shavers,851010,"Shavers, with self-contained electric motor"
851020,Hair clippers,851020,"Hair clippers, with self-contained electric mot"
851030,Hair-removing appliances,850980,"Electro-mechanical domestic appliances,with sel"
851090,Parts,851090,"Parts of shavers and hair clippers, with self-c"
851110,Sparking plugs,851110,Spark plugs
851120,Ignition magnetos; magneto-dynamos; magnetic flywheels,851120,"Ignition magnetos, magneto-generators and magne"
851130,Distributors; ignition coils,851130,Distributors and ignition coils
851140,Starter motors and dual purpose starter-generators,851140,Starter motors
851150,Other generators,851150,Generators and alternators
851180,Other equipment,851180,Glow plugs and other ignition or starting equip
851190,Parts,851190,Parts of electrical ignition or starting equipm
851210,Lighting or visual signalling equipment of a kind used on bicycles,851210,Lighting or signalling equipment of a kind used
851220,Other lighting or visual signalling equipment,851220,Lighting or visual signalling equipment nes
851230,Sound signalling equipment,851230,Sound signalling equipment
851240,"Windscreen wipers, defrosters and demisters",851240,"Windscreen wipes, defrosters and demisters"
851290,Parts,851290,"Parts of electrical lighting, signalling and de"
851310,Lamps,851310,Portable electric lamps designed to function by
851390,Parts,851390,Parts of portable elect lamps designed to funct
851410,Resistance heated furnaces and ovens,851410,Industrial & laboratory electric resistance hea
851420,Furnaces and ovens functioning by induction or dielectric loss,851420,Industrial&laboratory electric induction or die
851430,Other furnaces and ovens,851430,Industrial & laboratory electric furnaces & ove
851440,Other equipment for the heat treatment of materials by induction or dielectric loss,851440,Industrial&laboratory electric induction or die
851490,Parts,851490,Parts of industrial or laboratory electric furn
851511,Soldering irons and guns,851511,Electric soldering irons & guns
851519,Other,851519,Electric brazing or soldering machines and appa
851521,Fully or partly automatic,851521,Electric mach/app for resistance welding of met
851529,Other,851529,Electric mach/app for resistance welding of met
851531,Fully or partly automatic,851531,Elec mach&app for arc (inc plasma arc) welding
851539,Other,851539,Electric mach/app for arc (inc plasma arc) weld
851580,Other machines and apparatus,851580,Electric/laser/ultrasonic mach for weld/cut nes
851590,Parts,851590,Pts of electric/laser/ultrasonic mach for weld/
851610,Electric instantaneous or storage water heaters and immersion heaters,851610,Electric instantaneous or storage water heaters
851621,Storage heating radiators,851621,"Electric space heating apparatus, having storag"
851629,Other,851629,Electric space heating apparatus and electric s
851631,Hair dryers,851631,Electro-thermic hair dryers
851632,Other hair-dressing apparatus,851632,"Electro-thermic hair-dressing apparatus, nes"
851633,Hand-drying apparatus,851633,Electro-thermic hand-drying apparatus
851640,Electric smoothing irons,851640,Electric smoothing irons
851650,Microwave ovens,851650,Microwave ovens
851660,"Other ovens; cookers, cooking plates, boiling rings, grillers and roasters",851660,"Ovens; cookers,cooking plates,boiling rings,gri"
851671,Coffee or tea makers,851671,"Electro-thermic coffee or tea makers, domestic,"
851672,Toasters,851672,"Electro-thermic toasters, domestic"
851679,Other,851679,"Electro-thermic appliances, domestic, nes"
851680,Electric heating resistors,851680,Electric heating resistors
851690,Parts,851690,Parts of electro-thermic apparatus of heading N
851711,Line telephone sets with cordless handsets,851710,Telephone sets
851712,Telephones for cellular networks or for other wireless networks,852520,"Transmission apparatus, for radioteleph incorpo"
851718,Other,851710,Telephone sets
851761,Base stations,851740,"Apparatus, for carrier-current line systems, ne"
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",851782,"Telegraphic apparatus, nes"
851769,Other,851782,"Telegraphic apparatus, nes"
851770,Parts,851790,Parts of electrical apparatus for line telephon
851810,Microphones and stands therefor,851810,Microphones and stands therefor
851821,"Single loudspeakers, mounted in their enclosures",851821,"Single loudspeakers, mounted in the same enclos"
851822,"Multiple loudspeakers, mounted in the same enclosure",851822,"Multiple loudspeakers, mounted in the same encl"
851829,Other,851829,"Loudspeakers, nes"
851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",851830,"Headphones, earphones and combined microphone/s"
851840,Audio-frequency electric amplifiers,851840,Audio-frequency electric amplifiers
851850,Electric sound amplifier sets,851850,Electric sound amplifier sets
851890,Parts,851890,"Parts of microphones,loudspeakers,headphones,ea"
851920,"Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",851999,"Sound reproducing apparatus, not incorporating"
851930,Turntables (record-decks),851939,"Turntables, nes"
851950,Telephone answering machines,852020,Telephone answering machines
851981,"Using magnetic, optical or semiconductor media",851999,"Sound reproducing apparatus, not incorporating"
851989,Other,851999,"Sound reproducing apparatus, not incorporating"
852110,Magnetic tape-type,852110,Video recording or reproducing apparatus magnet
852190,Other,852190,Video recording or reproducing apparatus nes
852210,Pick-up cartridges,852210,Pick-up cartridges
852290,Other,852290,Parts and accessories of apparatus of heading N
852321,Cards incorporating a magnetic stripe,852390,Prepared unrecorded media for sound recording o
852329,Other,852320,Unrecorded magnetic discs
852341,Unrecorded,852390,Prepared unrecorded media for sound recording o
852349,Other,852490,Recorded media for sound or other similarly rec
852351,Solid-state non-volatile storage devices,852390,Prepared unrecorded media for sound recording o
852352,ìSmart cardsî,854211,"Monolithic integrated circuits, digital"
852359,Other,852390,Prepared unrecorded media for sound recording o
852380,Other,852390,Prepared unrecorded media for sound recording o
852550,Transmission apparatus,852510,Transmission apparatus for radio-teleph radio-b
852560,Transmission apparatus incorporating reception apparatus,852520,"Transmission apparatus, for radioteleph incorpo"
852580,"Television cameras, digital cameras and video camera recorders",852110,Video recording or reproducing apparatus magnet
852610,Radar apparatus,852610,Radar aparatus
852691,Radio navigational aid apparatus,852691,Radio navigational aid apparatus
852692,Radio remote control apparatus,852692,Radio remote control apparatus
852712,Pocket-size radio cassette-players,852711,Radio broad rece capable of op w/o an external
852713,Other apparatus combined with sound recording or reproducing apparatus,852711,Radio broad rece capable of op w/o an external
852719,Other,852719,Radio broad rece capable of op w/o an external
852721,Combined with sound recording or reproducing apparatus,852721,Radio rece not capable of op w/o ext source of
852729,Other,852729,Radio rece not capable of op w/o ext source of
852791,Combined with sound recording or reproducing apparatus,852731,Radio broad rece combined with sound record/rep
852792,Not combined with sound recording or reproducing apparatus but combined with a clock,852732,Radio broad rece not combi with sound recording
852799,Other,852739,Radio-broadcast receivers nes
852841,Of a kind solely or principally used in an automatic data processing system of heading 84.71,847192,"Input or output units, whether or not presented"
852849,Other,852810,Television receivers including video monitors a
852851,Of a kind solely or principally used in an automatic data processing system of heading 84.71,847192,"Input or output units, whether or not presented"
852859,Other,852810,Television receivers including video monitors a
852861,Of a kind solely or principally used in an automatic data processing system of heading 84.71,847192,"Input or output units, whether or not presented"
852869,Other,852810,Television receivers including video monitors a
852871,Not designed to incorporate a video display or screen,852810,Television receivers including video monitors a
852872,"Other, colour",852810,Television receivers including video monitors a
852873,"Other, monochrome",852820,Television receivers an including video monitor
852910,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,852910,Aerials and aerial reflectors of all kinds; par
852990,Other,852990,Parts suitable for use solely or princ with the
853010,Equipment for railways or tramways,853010,"Electrical signalling,safety or traffic control"
